epoch,accuracy,auc,learning_rate,loss,val_accuracy,val_auc,val_loss
13,0.5351325869560242,0.7095561027526855,9.999999747378752e-05,1.0147993564605713,0.57225102186203,0.7603687047958374,0.8874981999397278
14,0.5335457921028137,0.7102868556976318,9.999999747378752e-05,1.012976050376892,0.5719794631004333,0.7617074847221375,0.8847670555114746
15,0.5338238477706909,0.7111920118331909,9.999999747378752e-05,1.0096087455749512,0.5645112991333008,0.7566819190979004,0.8911228179931641
16,0.5329965353012085,0.7119184732437134,9.999999747378752e-05,1.0078907012939453,0.5660592317581177,0.7557923197746277,0.8923469185829163
17,0.5340883135795593,0.7128481864929199,9.999999747378752e-05,1.006277084350586,0.559242844581604,0.7515925765037537,0.8958300948143005
18,0.534535825252533,0.7152245044708252,9.999999747378752e-05,1.0032497644424438,0.5780626535415649,0.7645653486251831,0.883338212966919
19,0.5336746573448181,0.7155857086181641,9.999999747378752e-05,1.0012526512145996,0.5691551566123962,0.7625268697738647,0.8847258687019348
20,0.53138267993927,0.7159048914909363,9.999999747378752e-05,0.9982375502586365,0.5628275871276855,0.7535948753356934,0.896744966506958
21,0.5381433367729187,0.7216972708702087,4.999999873689376e-05,0.9927358031272888,0.5700513124465942,0.7614161968231201,0.8854320645332336
22,0.5351665019989014,0.7231523990631104,4.999999873689376e-05,0.9881852269172668,0.5812671184539795,0.772191047668457,0.8758759498596191
23,0.5341154336929321,0.7233374118804932,4.999999873689376e-05,0.9860904812812805,0.57928466796875,0.7699764370918274,0.8783050775527954
24,0.5335457921028137,0.7243180274963379,4.999999873689376e-05,0.9837773442268372,0.5736631751060486,0.7663899660110474,0.8819235563278198
25,0.5327388644218445,0.7252049446105957,4.999999873689376e-05,0.9803203344345093,0.5752382874488831,0.7667111754417419,0.8829990029335022
26,0.534034013748169,0.7273542881011963,4.999999873689376e-05,0.9773925542831421,0.5602748394012451,0.7553463578224182,0.8969542384147644
27,0.5310978293418884,0.7275271415710449,4.999999873689376e-05,0.9762068390846252,0.5600032806396484,0.7548537254333496,0.8993831276893616
0,0.33872121572494507,0.509368896484375,9.999999747378752e-05,1.1463605165481567,0.3575427830219269,0.5243628621101379,1.1273903846740723
1,0.3613582253456116,0.5342159271240234,9.999999747378752e-05,1.1276410818099976,0.3820188641548157,0.5393730401992798,1.1253752708435059
2,0.3679904639720917,0.5452841520309448,9.999999747378752e-05,1.122815728187561,0.3864981532096863,0.540208101272583,1.1245012283325195
3,0.3720413148403168,0.5502814054489136,9.999999747378752e-05,1.1201977729797363,0.39465686678886414,0.5513532757759094,1.1235218048095703
4,0.3884035050868988,0.5662639141082764,9.999999747378752e-05,1.1144720315933228,0.3928971290588379,0.5625584721565247,1.1201008558273315
5,0.39305004477500916,0.5720539689064026,9.999999747378752e-05,1.1120483875274658,0.3858582675457001,0.5587058067321777,1.1196026802062988
6,0.39964258670806885,0.5782065987586975,9.999999747378752e-05,1.1089253425598145,0.39081746339797974,0.5609204173088074,1.1171931028366089
7,0.4042891263961792,0.5840189456939697,9.999999747378752e-05,1.1058781147003174,0.3970564603805542,0.5679197311401367,1.1148333549499512
8,0.4146147668361664,0.5945501327514648,9.999999747378752e-05,1.1005560159683228,0.394496887922287,0.5629281401634216,1.1166282892227173
9,0.412390798330307,0.5941567420959473,9.999999747378752e-05,1.1010457277297974,0.40361541509628296,0.5699009299278259,1.1142635345458984
10,0.4216838777065277,0.6027747392654419,9.999999747378752e-05,1.0954749584197998,0.4141737222671509,0.5828667879104614,1.1096055507659912
11,0.4279189705848694,0.6088936924934387,9.999999747378752e-05,1.0912357568740845,0.41913294792175293,0.5905492305755615,1.103524923324585
12,0.4325258135795593,0.6154614686965942,9.999999747378752e-05,1.0878132581710815,0.4237721860408783,0.5924713015556335,1.1037325859069824
13,0.44098490476608276,0.6223620176315308,9.999999747378752e-05,1.0829578638076782,0.4295312762260437,0.5998188257217407,1.1010597944259644
14,0.4456314444541931,0.6280381679534912,9.999999747378752e-05,1.0795594453811646,0.4340105652809143,0.609088122844696,1.093511700630188
15,0.4496425688266754,0.6335539817810059,9.999999747378752e-05,1.0745418071746826,0.4288913905620575,0.607077956199646,1.0939050912857056
16,0.4574662446975708,0.6411068439483643,9.999999747378752e-05,1.0684138536453247,0.43001121282577515,0.6075839996337891,1.0935816764831543
17,0.45802223682403564,0.641457200050354,9.999999747378752e-05,1.0684535503387451,0.4244121015071869,0.6064682006835938,1.0954285860061646
18,0.45933279395103455,0.646053671836853,9.999999747378752e-05,1.0632439851760864,0.42297232151031494,0.6058378219604492,1.0952597856521606
19,0.4637013375759125,0.6500416398048401,9.999999747378752e-05,1.0608391761779785,0.42169252038002014,0.6053897142410278,1.0952640771865845
20,0.4679904580116272,0.6525026559829712,9.999999747378752e-05,1.0577809810638428,0.4205726981163025,0.6017202138900757,1.100406289100647
21,0.4731135964393616,0.6599875092506409,9.999999747378752e-05,1.0512146949768066,0.41721323132514954,0.6019413471221924,1.0991542339324951
22,0.4763701260089874,0.664646565914154,9.999999747378752e-05,1.0470824241638184,0.4183330535888672,0.5921390056610107,1.1087340116500854
23,0.48621922731399536,0.6710429787635803,4.999999873689376e-05,1.041533350944519,0.42041271924972534,0.5936552882194519,1.1098220348358154
24,0.4884034991264343,0.6740756034851074,4.999999873689376e-05,1.0381382703781128,0.4183330535888672,0.5927770137786865,1.109662413597107
25,0.49293088912963867,0.6786893606185913,4.999999873689376e-05,1.033551573753357,0.4114541709423065,0.5880553722381592,1.1139432191848755
26,0.49297061562538147,0.678989589214325,4.999999873689376e-05,1.0328608751296997,0.41721323132514954,0.5885339975357056,1.1155869960784912
27,0.49797457456588745,0.6826293468475342,4.999999873689376e-05,1.0301769971847534,0.4181731045246124,0.5885968804359436,1.1175084114074707
28,0.5006751418113708,0.6864759922027588,4.999999873689376e-05,1.0251033306121826,0.41785314679145813,0.5890544652938843,1.1178287267684937
29,0.5042493939399719,0.6881465911865234,4.999999873689376e-05,1.023004412651062,0.4237721860408783,0.589128851890564,1.1195266246795654
0,0.38974079489707947,0.5621812343597412,9.999999747378752e-05,1.127024531364441,0.43565717339515686,0.6107557415962219,1.1084873676300049
1,0.4117765426635742,0.5772253274917603,9.999999747378752e-05,1.115244746208191,0.4622344374656677,0.6349305510520935,1.092621088027954
2,0.4282580614089966,0.5975695252418518,9.999999747378752e-05,1.1064807176589966,0.45367154479026794,0.6313316822052002,1.088036060333252
3,0.43618690967559814,0.6049078702926636,9.999999747378752e-05,1.1015418767929077,0.47241294384002686,0.6498944759368896,1.0739511251449585
4,0.44009095430374146,0.6122554540634155,9.999999747378752e-05,1.0960572957992554,0.4944664239883423,0.6651338338851929,1.0641813278198242
5,0.45208483934402466,0.6227046251296997,9.999999747378752e-05,1.091062307357788,0.5051296353340149,0.674071192741394,1.0529329776763916
6,0.4605771601200104,0.6330500245094299,9.999999747378752e-05,1.0838055610656738,0.5014137029647827,0.6766518354415894,1.042357087135315
7,0.4643805921077728,0.635692834854126,9.999999747378752e-05,1.0805535316467285,0.5148234963417053,0.6829958558082581,1.03439462184906
8,0.4704177677631378,0.6421704292297363,9.999999747378752e-05,1.0760369300842285,0.5123192667961121,0.6886834502220154,1.0265917778015137
9,0.4741809666156769,0.6474841833114624,9.999999747378752e-05,1.072172999382019,0.5079570412635803,0.6860784292221069,1.025768518447876
10,0.4752676486968994,0.6492041349411011,9.999999747378752e-05,1.0684596300125122,0.5090879797935486,0.6864614486694336,1.0245622396469116
11,0.48138532042503357,0.6551271677017212,9.999999747378752e-05,1.065405011177063,0.5075531005859375,0.6870661973953247,1.0228732824325562
12,0.4849875271320343,0.6577603816986084,9.999999747378752e-05,1.0623100996017456,0.5118345618247986,0.6870898008346558,1.0232833623886108
13,0.4857119917869568,0.6592657566070557,9.999999747378752e-05,1.0584535598754883,0.5119153261184692,0.686485230922699,1.0227539539337158
14,0.4932785928249359,0.6655362248420715,9.999999747378752e-05,1.0545694828033447,0.5108651518821716,0.6843054294586182,1.0242401361465454
15,0.49736374616622925,0.6700387001037598,9.999999747378752e-05,1.050438404083252,0.5085225105285645,0.6813464164733887,1.02669358253479
16,0.49621668457984924,0.6710375547409058,9.999999747378752e-05,1.0477999448776245,0.5123192667961121,0.6834968328475952,1.024463415145874
17,0.5034613013267517,0.6762652397155762,9.999999747378752e-05,1.0432740449905396,0.5042410492897034,0.6743744015693665,1.0337364673614502
18,0.5058158040046692,0.6797234416007996,9.999999747378752e-05,1.0401111841201782,0.5073915719985962,0.6777671575546265,1.0296818017959595
19,0.5118731260299683,0.685486912727356,9.999999747378752e-05,1.0332138538360596,0.5065837502479553,0.6781589388847351,1.0297996997833252
20,0.5117121338844299,0.688048243522644,9.999999747378752e-05,1.0307157039642334,0.5028677582740784,0.673789918422699,1.0352305173873901
21,0.5171254873275757,0.6907069683074951,9.999999747378752e-05,1.0272281169891357,0.498828649520874,0.6726014614105225,1.0367518663406372
22,0.5263422727584839,0.6998257637023926,4.999999873689376e-05,1.0177079439163208,0.490588903427124,0.6580286026000977,1.0541775226593018
23,0.5271472334861755,0.7010011672973633,4.999999873689376e-05,1.015398621559143,0.4881654381752014,0.6560938358306885,1.057898998260498
24,0.5300651788711548,0.7028685212135315,4.999999873689376e-05,1.011218786239624,0.485014945268631,0.6547538638114929,1.0601015090942383
25,0.5321983695030212,0.7045392990112305,4.999999873689376e-05,1.0099358558654785,0.48170289397239685,0.6496033668518066,1.0653586387634277
26,0.5357804298400879,0.7083442211151123,4.999999873689376e-05,1.0059400796890259,0.4784716069698334,0.6489875316619873,1.0668076276779175
27,0.5352169275283813,0.7090071439743042,4.999999873689376e-05,1.004540205001831,0.4787139594554901,0.6491918563842773,1.0690598487854004
28,0.5397850871086121,0.7132850885391235,4.999999873689376e-05,0.9987242221832275,0.4724937379360199,0.64301598072052,1.079460859298706
0,0.34874728322029114,0.5137851238250732,9.999999747378752e-05,1.1519050598144531,0.526703953742981,0.6901984214782715,1.0599193572998047
1,0.43069764971733093,0.5956650972366333,9.999999747378752e-05,1.109885573387146,0.5231380462646484,0.703059196472168,1.047061562538147
2,0.45692017674446106,0.6222766637802124,9.999999747378752e-05,1.0985360145568848,0.5264608263969421,0.711419939994812,1.0341836214065552
3,0.4729114770889282,0.6376322507858276,9.999999747378752e-05,1.0887784957885742,0.5227327942848206,0.7110807299613953,1.020788311958313
4,0.4788125455379486,0.6454476714134216,9.999999747378752e-05,1.0836704969406128,0.51981520652771,0.7136353850364685,1.0184358358383179
5,0.4842906594276428,0.6511073708534241,9.999999747378752e-05,1.078784704208374,0.5201393961906433,0.7138370871543884,1.0062652826309204
6,0.4861637055873871,0.654889702796936,9.999999747378752e-05,1.0752636194229126,0.5235432386398315,0.7142611145973206,1.0068974494934082
7,0.4884999692440033,0.6593644618988037,9.999999747378752e-05,1.0704760551452637,0.5208687782287598,0.7094585299491882,1.006221055984497
8,0.4865463674068451,0.6596733927726746,9.999999747378752e-05,1.067082405090332,0.5213550329208374,0.7136213779449463,0.9967257976531982
9,0.48988962173461914,0.6631978154182434,9.999999747378752e-05,1.0639662742614746,0.5215171575546265,0.7112174034118652,1.0011826753616333
10,0.4901715815067291,0.6632211208343506,9.999999747378752e-05,1.061437964439392,0.5181133151054382,0.7096100449562073,1.0022162199020386
11,0.4904535710811615,0.6662774682044983,9.999999747378752e-05,1.0579171180725098,0.5186806321144104,0.7116471529006958,0.9945381879806519
12,0.4900306165218353,0.6677538752555847,9.999999747378752e-05,1.0554918050765991,0.5130075216293335,0.713084876537323,0.9900326132774353
13,0.4926689863204956,0.6696609854698181,9.999999747378752e-05,1.0528175830841064,0.5172218084335327,0.7117691040039062,0.9901084303855896
14,0.48962780833244324,0.6693211793899536,9.999999747378752e-05,1.0518780946731567,0.515519917011261,0.7106409072875977,0.9926117062568665
15,0.49091678857803345,0.6710355877876282,9.999999747378752e-05,1.0485931634902954,0.5152767896652222,0.7134467363357544,0.9895609617233276
16,0.49105775356292725,0.6710137724876404,9.999999747378752e-05,1.0476466417312622,0.5126023292541504,0.7125799059867859,0.9869591593742371
17,0.48908403515815735,0.6716703772544861,9.999999747378752e-05,1.0466347932815552,0.5153577923774719,0.7160189747810364,0.9806730151176453
18,0.4907355308532715,0.6740608215332031,9.999999747378752e-05,1.0430288314819336,0.5159251093864441,0.7130467295646667,0.9861900806427002
19,0.4924071431159973,0.6740922331809998,9.999999747378752e-05,1.0420730113983154,0.5140610933303833,0.7110350131988525,0.9893650412559509
20,0.4895472526550293,0.6764421463012695,9.999999747378752e-05,1.0392444133758545,0.5161682367324829,0.7148301601409912,0.9856688380241394
21,0.4886610805988312,0.6762645840644836,9.999999747378752e-05,1.0385798215866089,0.5149526000022888,0.7145521640777588,0.9838166236877441
22,0.4927898049354553,0.6778011918067932,9.999999747378752e-05,1.036123514175415,0.5126833319664001,0.7125399112701416,0.9851419925689697
23,0.48894304037094116,0.6784870028495789,9.999999747378752e-05,1.034645915031433,0.5131696462631226,0.715213418006897,0.9829204678535461
24,0.49389752745628357,0.6813012361526489,9.999999747378752e-05,1.031838297843933,0.5158440470695496,0.7126337289810181,0.9843148589134216
25,0.4905945360660553,0.6813382506370544,9.999999747378752e-05,1.0295333862304688,0.5147904753684998,0.7124932408332825,0.9849199652671814
26,0.4964553415775299,0.6831157803535461,4.999999873689376e-05,1.0292669534683228,0.512278139591217,0.7041182518005371,0.995629072189331
27,0.49023202061653137,0.6836003661155701,4.999999873689376e-05,1.0272445678710938,0.5130075216293335,0.704124927520752,0.9947444200515747
28,0.4934343099594116,0.6839419603347778,4.999999873689376e-05,1.026037335395813,0.5113866329193115,0.7037886381149292,0.9949004054069519
29,0.4953879117965698,0.6873673796653748,4.999999873689376e-05,1.0226962566375732,0.5140610933303833,0.7044062614440918,0.9947542548179626
0,0.41507279872894287,0.5923518538475037,9.999999747378752e-05,1.1288286447525024,0.3616882264614105,0.48583102226257324,1.1843777894973755
1,0.4707491099834442,0.6386626362800598,9.999999747378752e-05,1.0907315015792847,0.34853988885879517,0.48572689294815063,1.1934884786605835
2,0.48148953914642334,0.6514990329742432,9.999999747378752e-05,1.0788679122924805,0.3379703760147095,0.47679567337036133,1.1964480876922607
3,0.48791930079460144,0.6583137512207031,9.999999747378752e-05,1.070541262626648,0.3380066752433777,0.48222142457962036,1.190043330192566
4,0.49130624532699585,0.6610603332519531,9.999999747378752e-05,1.0646902322769165,0.3535522222518921,0.5060411691665649,1.1784952878952026
5,0.49360644817352295,0.6632903218269348,9.999999747378752e-05,1.0597829818725586,0.3614339530467987,0.5119094848632812,1.1691834926605225
6,0.4973103702068329,0.6679426431655884,9.999999747378752e-05,1.0542646646499634,0.36659160256385803,0.5239347219467163,1.1634372472763062
7,0.4981706738471985,0.6709531545639038,9.999999747378752e-05,1.0492234230041504,0.3566032350063324,0.5213228464126587,1.1679117679595947
8,0.49755486845970154,0.6727380752563477,9.999999747378752e-05,1.0450639724731445,0.3535522222518921,0.5102419853210449,1.1803184747695923
9,0.5008240938186646,0.6759516000747681,9.999999747378752e-05,1.0417287349700928,0.3642670214176178,0.5152810215950012,1.177147388458252
10,0.5013493299484253,0.6776207685470581,9.999999747378752e-05,1.0388929843902588,0.37454599142074585,0.5255653858184814,1.1742037534713745
11,0.5042834877967834,0.6799011826515198,9.999999747378752e-05,1.0356346368789673,0.3729841709136963,0.5198156237602234,1.1730475425720215
12,0.5056599974632263,0.6830683350563049,9.999999747378752e-05,1.0324651002883911,0.3819918632507324,0.5265348553657532,1.17372727394104
13,0.5063391923904419,0.6833460927009583,9.999999747378752e-05,1.032076358795166,0.3867499530315399,0.5308407545089722,1.1671770811080933
14,0.5117728114128113,0.6860864162445068,9.999999747378752e-05,1.0289288759231567,0.3836263120174408,0.5322496891021729,1.1713066101074219
15,0.5092008709907532,0.6850873827934265,4.999999873689376e-05,1.026587724685669,0.40639981627464294,0.5573297739028931,1.1350071430206299
16,0.5118814706802368,0.6887120604515076,4.999999873689376e-05,1.0245263576507568,0.4078163504600525,0.5612177848815918,1.1385188102722168
17,0.5121350288391113,0.6902812719345093,4.999999873689376e-05,1.0234869718551636,0.40959611535072327,0.5646538734436035,1.1342180967330933
18,0.5122075080871582,0.6906479001045227,4.999999873689376e-05,1.02133047580719,0.41061311960220337,0.56507807970047,1.140494704246521
19,0.5154133439064026,0.6923872828483582,4.999999873689376e-05,1.020240068435669,0.4138457179069519,0.5673661231994629,1.135239839553833
20,0.5135749578475952,0.693097710609436,4.999999873689376e-05,1.0194969177246094,0.41435420513153076,0.5682036876678467,1.1340324878692627
21,0.5139915347099304,0.6935063004493713,4.999999873689376e-05,1.0177282094955444,0.40930554270744324,0.5672123432159424,1.1376804113388062
22,0.518121063709259,0.6956544518470764,4.999999873689376e-05,1.0161633491516113,0.41896700859069824,0.5714879035949707,1.1318533420562744
23,0.517188310623169,0.6968781352043152,4.999999873689376e-05,1.0148741006851196,0.41035884618759155,0.5658119320869446,1.1373125314712524
24,0.5180485844612122,0.6964695453643799,4.999999873689376e-05,1.013290524482727,0.4129739999771118,0.568727433681488,1.1378066539764404
25,0.5210552215576172,0.6994303464889526,4.999999873689376e-05,1.010741114616394,0.4061455726623535,0.5665417313575745,1.1406162977218628
26,0.5194975733757019,0.6992587447166443,4.999999873689376e-05,1.0111054182052612,0.4108310341835022,0.5661887526512146,1.1428276300430298
27,0.5220332741737366,0.7016940116882324,4.999999873689376e-05,1.0081923007965088,0.4149716794490814,0.5753488540649414,1.132716417312622
28,0.5210824012756348,0.7007752060890198,4.999999873689376e-05,1.0087834596633911,0.41900333762168884,0.581267774105072,1.1241412162780762
29,0.5223140120506287,0.7017459869384766,4.999999873689376e-05,1.0070446729660034,0.41613394021987915,0.5780225992202759,1.1273733377456665
