Time ,Open,High,Low,Close,Volume 
2021.03.26 12:00:00,1.17741,1.17848,1.1773,1.17764,6861.99
2021.03.26 13:00:00,1.17762,1.17885,1.17762,1.1784,10114.8
2021.03.26 14:00:00,1.17839,1.17916,1.17783,1.17904,9561.98
2021.03.26 15:00:00,1.17904,1.18052,1.17855,1.17968,9087.32
2021.03.26 16:00:00,1.17968,1.17994,1.17927,1.17989,5430.86
2021.03.26 17:00:00,1.17988,1.18,1.17863,1.17904,3739.92
2021.03.26 18:00:00,1.17905,1.17923,1.17844,1.17895,4143.73
2021.03.26 19:00:00,1.17895,1.17994,1.17887,1.17979,3936.7
2021.03.26 20:00:00,1.17979,1.18003,1.17919,1.17952,1874.71
2021.03.28 21:00:00,1.17971,1.17971,1.17925,1.17942,276.11
2021.03.28 22:00:00,1.17931,1.17939,1.17891,1.17913,1438.725
2021.03.28 23:00:00,1.17912,1.17913,1.17859,1.17878,1395.82
2021.03.29 00:00:00,1.17877,1.17899,1.1778,1.17808,2595.62
2021.03.29 01:00:00,1.17808,1.17874,1.17753,1.17857,2628.45
2021.03.29 02:00:00,1.17856,1.17913,1.17834,1.17911,2117.55
2021.03.29 03:00:00,1.1791,1.1791,1.17849,1.17865,1474.2
2021.03.29 04:00:00,1.17865,1.17881,1.17784,1.1779,1208.34
2021.03.29 05:00:00,1.17787,1.17797,1.17736,1.1776,2442.73
2021.03.29 06:00:00,1.17759,1.17844,1.17731,1.17809,4869.58
2021.03.29 07:00:00,1.17809,1.17941,1.17787,1.17868,6254.33
2021.03.29 08:00:00,1.17869,1.17875,1.17632,1.17666,7869.93
2021.03.29 09:00:00,1.17666,1.1781,1.17658,1.1775,5995.19
2021.03.29 10:00:00,1.17749,1.178,1.1768,1.17715,6444.15
2021.03.29 11:00:00,1.17715,1.17826,1.17649,1.17808,5850.55
2021.03.29 12:00:00,1.17806,1.17887,1.17777,1.17857,6308.21
2021.03.29 13:00:00,1.17857,1.17928,1.17737,1.17778,11485.66
2021.03.29 14:00:00,1.17778,1.17855,1.1763,1.17636,12541.52
2021.03.29 15:00:00,1.17636,1.17843,1.17609,1.17783,10729.42
2021.03.29 16:00:00,1.17783,1.17814,1.17732,1.17739,5777.86
2021.03.29 17:00:00,1.17737,1.17786,1.17702,1.17704,4291.63
2021.03.29 18:00:00,1.17703,1.1773,1.17636,1.17636,4406.97
2021.03.29 19:00:00,1.17636,1.17712,1.17636,1.17681,3973.82
2021.03.29 20:00:00,1.1768,1.17682,1.17632,1.1766,1245.17
2021.03.29 21:00:00,1.17658,1.17737,1.17639,1.17672,543.64
2021.03.29 22:00:00,1.17665,1.17728,1.17654,1.17678,936.317
2021.03.29 23:00:00,1.17679,1.17696,1.17664,1.17689,875.38
2021.03.30 00:00:00,1.17686,1.17715,1.17645,1.17705,1583.93
2021.03.30 01:00:00,1.17704,1.17741,1.1765,1.17729,1978.46
2021.03.30 02:00:00,1.17726,1.17727,1.17642,1.17652,1670.29
2021.03.30 03:00:00,1.17652,1.17709,1.17651,1.17671,1735.54
2021.03.30 04:00:00,1.17671,1.1768,1.17605,1.17644,1317.35
2021.03.30 05:00:00,1.17644,1.17657,1.17607,1.17614,1069.34
2021.03.30 06:00:00,1.17613,1.17657,1.17412,1.17475,6793.28
2021.03.30 07:00:00,1.17476,1.17553,1.17332,1.17356,8178.62
2021.03.30 08:00:00,1.17357,1.17478,1.17335,1.17465,4952.88
2021.03.30 09:00:00,1.17465,1.17499,1.17359,1.17393,3541.38
2021.03.30 10:00:00,1.17391,1.17438,1.17308,1.17323,3903.27
2021.03.30 11:00:00,1.17325,1.17404,1.17291,1.17351,5466.34
2021.03.30 12:00:00,1.17352,1.17434,1.17275,1.17315,6215.66
2021.03.30 13:00:00,1.17312,1.17378,1.17114,1.17196,9497.79
2021.03.30 14:00:00,1.17193,1.17311,1.17163,1.17254,9095.38
2021.03.30 15:00:00,1.17253,1.17333,1.17211,1.1724,6018.23
2021.03.30 16:00:00,1.17241,1.17262,1.1716,1.17187,4587.62
2021.03.30 17:00:00,1.17186,1.172,1.17139,1.17147,2586.22
2021.03.30 18:00:00,1.17148,1.1718,1.17145,1.17173,2260.48
2021.03.30 19:00:00,1.17172,1.17232,1.17163,1.172,1973.91
2021.03.30 20:00:00,1.17199,1.17206,1.17155,1.17174,1170.08
2021.03.30 21:00:00,1.17174,1.1719,1.1716,1.17184,458.37
2021.03.30 22:00:00,1.17185,1.17203,1.17169,1.17182,837.14
2021.03.30 23:00:00,1.1718,1.17245,1.17154,1.17235,1004.1
2021.03.31 00:00:00,1.17235,1.17261,1.17198,1.17228,2535.46
2021.03.31 01:00:00,1.17227,1.17242,1.17107,1.1714,2013.24
2021.03.31 02:00:00,1.1714,1.1714,1.17072,1.17073,2358.13
2021.03.31 03:00:00,1.17071,1.17094,1.17047,1.17073,2039.22
2021.03.31 04:00:00,1.17075,1.17083,1.17043,1.17079,1454.22
2021.03.31 05:00:00,1.17079,1.17132,1.1706,1.17085,2144.9
2021.03.31 06:00:00,1.17084,1.17277,1.17049,1.17273,5854.59
2021.03.31 07:00:00,1.17273,1.17379,1.17219,1.17318,6310.78
2021.03.31 08:00:00,1.17319,1.17481,1.17303,1.17465,6643.54
